hz,stop,tgt,bp,bp_train,bp_test,t_test,win%,stop%,tp%,wick%,dbp,sh_train,sh_test,arm
T+3,-,15%,154.5745817657309,147.12778445363767,166.7263511645517,4.46924772777437,58.03021824286514,0.0,17.06771124790151,0.0,-14.558927536663827,1.47819321221113,0.9767621737049268,full
T+3,-,20%,162.43230279348188,160.9460173004661,164.8576405346622,4.224618472908366,57.63850027979854,0.0,8.673754896474538,0.0,-6.701206508912875,1.5300654267834275,0.964524571241985,full
T+3,-,0.5xEM,30.557618047641096,26.92058863000517,36.49256443164791,2.156473741378596,85.17067711247901,0.0,84.05148293228876,0.0,-138.5758912547536,0.5029772724158117,0.22132427083710896,full
T+3,-,1xEM,86.35594136944809,83.02021419369281,91.79921929395012,3.890912424577423,77.00055959709009,0.0,72.24398433128147,0.0,-82.77756793294661,1.1912850811371185,0.8103605576343786,full
T+3,-,1.5xEM,97.05455752893444,92.92811095610406,103.78814044895809,3.777162102861641,71.1247901510912,0.0,60.268606603245665,0.0,-72.07895177346028,1.1757014357486493,0.6904060181825428,full
T+3,2%,-,76.59161088889181,82.63220201407165,66.73450489964398,2.6819576690251763,23.894795747062116,75.26580861779519,0.0,44.386617100371744,-92.54189841350299,1.020274723746295,0.5315159318989231,full
T+3,2%,5%,45.60578148566785,41.87403166040658,51.69529371893661,3.98129223031094,37.32512590934527,62.05931729155009,36.03805260212647,44.63480613165014,-123.52772781672691,1.0293253655766943,0.8032237270679286,full
T+3,2%,8%,53.87209365105878,49.984444972203185,60.21600342450798,3.604146657252094,28.987129266927813,70.28539451594852,23.8388360380526,44.5859872611465,-115.26141565133598,1.005768989394135,0.7207177887376264,full
T+3,2%,10%,60.81598466295654,59.89976874888759,62.3110763165477,3.370641582828156,26.91662003357583,72.29994404029098,18.242865137101287,44.040247678018574,-108.31752463943826,1.0405237734008652,0.6949892380070934,full
T+3,2%,15%,65.40228580203093,60.50020775952515,73.40155306432312,3.3689719251410466,24.622271964185785,74.53833240067152,9.065472859541131,44.294294294294296,-103.73122350036385,1.0068327706781568,0.655355711851821,full
T+3,2%,20%,67.37253433109274,68.48343987900812,65.55974589649738,2.8625963801989522,24.17459429210968,74.98601007274762,4.588696138780078,44.40298507462687,-101.76097497130205,1.0615538339167037,0.5542572449164705,full
T+3,2%,0.5xEM,-1.9966040803256015,-2.8769818478753444,-0.5599935259145365,-0.06659210932550576,56.18354784555121,43.70453273642977,56.127588136541696,46.35083226632523,-171.13011338272034,-0.26213571119191514,-0.2379479094088993,full
T+3,2%,1xEM,28.636068898119504,29.375404368896614,27.429612783802803,2.2887393593039143,46.11080022383884,53.55344152210408,45.1035254616676,44.827586206896555,-140.49744040427524,0.8547768534870388,0.4785627657181591,full
T+3,2%,1.5xEM,34.48634386769687,35.24381807593835,33.25028875321738,2.32002379199752,38.668158925573586,60.940123111359824,35.7582540570789,44.62809917355372,-134.64716543469788,0.9090895801674945,0.579957685000007,full
T+3,3%,-,80.28965323125576,99.82538400808663,48.41102333327552,1.7765200894890874,31.11359820928931,66.98377168438724,0.0,39.097744360902254,-88.843856071139,1.148037726550662,0.41436179338945267,full
T+3,3%,5%,49.0652097007595,53.07078095676829,42.528872511278266,2.798826006356836,45.77504196978175,53.10576385002798,43.648573027420255,39.620653319283456,-120.06829960163525,1.215595858241995,0.613029578075743,full
